idIncidente;compa–’a
7666;compa–’a
39088;compa–’a
527;compa–’a
225;compa–’a
26566;compa–’a
2621;compa–’a
758;compa–’a
361;compa–’a
27355;compa–’a
16967;compa–’a
6565;compa–’a
34619;compa–’a
905;compa–’a
913;compa–’a
17312;compa–’a
5342;compa–’a
24337;compa–’a
36703;compa–’a
1257;compa–’a
8202;compa–’a
38670;compa–’a
891;compa–’a
32285;compa–’a
26935;compa–’a
28191;compa–’a
26441;compa–’a
32646;compa–’a
41622;compa–’a
34118;compa–’a
15586;compa–’a
37536;compa–’a
26668;compa–’a
29186;compa–’a
42462;compa–’a
6316;compa–’a
45229;compa–’a
33289;compa–’a
9281;compa–’a
47057;compa–’a
24243;compa–’a
38763;compa–’a
38764;compa–’a
629;compa–’a
109;compa–’a
34926;compa–’a
44970;compa–’a
27199;compa–’a
26670;compa–’a
9756;compa–’a
31842;compa–’a
26022;compa–’a
41578;compa–’a
34927;compa–’a
17089;compa–’a
29684;compa–’a
36500;compa–’a
38765;compa–’a
28860;compa–’a
34024;compa–’a
41072;compa–’a
30911;compa–’a
45839;compa–’a
32990;compa–’a
26437;compa–’a
28079;compa–’a
38868;compa–’a
17311;compa–’a
38024;compa–’a
29297;compa–’a
44106;compa–’a
35108;compa–’a
7689;compa–’a
38766;compa–’a
16923;compa–’a
24085;compa–’a
21111;compa–’a
10069;compa–’a
26725;compa–’a
29683;compa–’a
33625;compa–’a
44105;compa–’a
24847;compa–’a
37352;compa–’a
41600;compa–’a
24084;compa–’a
17978;compa–’a
33103;compa–’a
38215;compa–’a
5892;compa–’a
41654;compa–’a
31193;compa–’a
42477;compa–’a
21085;compa–’a
227;compa–’a
42476;compa–’a
10513;compa–’a
29477;compa–’a
6300;compa–’a
17187;compa–’a
19919;compa–’a
26267;compa–’a
34295;compa–’a
22601;compa–’a
18767;compa–’a
4268;compa–’a
26614;compa–’a
14084;compa–’a
36227;compa–’a
46767;compa–’a
20030;compa–’a
5775;compa–’a
28464;compa–’a
29094;compa–’a
26350;compa–’a
33277;compa–’a
7717;compa–’a
29561;compa–’a
8044;compa–’a
10515;compa–’a
558;compa–’a
19173;compa–’a
10516;compa–’a
42123;compa–’a
32989;compa–’a
10514;compa–’a
40360;compa–’a
25599;compa–’a
10977;compa–’a
39394;compa–’a
43772;compa–’a
33956;compa–’a
41223;compa–’a
27104;compa–’a
40859;compa–’a
37875;compa–’a
26788;compa–’a
26356;compa–’a
10608;compa–’a
21792;compa–’a
43986;compa–’a
39077;compa–’a
16922;compa–’a
20121;compa–’a
26728;compa–’a
26357;compa–’a
25027;compa–’a
27381;compa–’a
16263;compa–’a
27241;compa–’a
27103;compa–’a
46931;compa–’a
16163;compa–’a
3720;compa–’a
21725;compa–’a
40830;compa–’a
39079;compa–’a
6251;compa–’a
28052;compa–’a
13300;compa–’a
32920;compa–’a
4956;compa–’a
16668;compa–’a
32609;compa–’a
41395;compa–’a
32782;compa–’a
18441;compa–’a
6485;compa–’a
19329;compa–’a
43990;compa–’a
20671;compa–’a
43617;compa–’a
4173;compa–’a
16705;compa–’a
40678;compa–’a
24112;compa–’a
41071;compa–’a
21065;compa–’a
16671;compa–’a
42684;compa–’a
24113;compa–’a
25270;compa–’a
26354;compa–’a
5650;compa–’a
32107;compa–’a
8152;compa–’a
26615;compa–’a
35654;compa–’a
17065;compa–’a
28289;compa–’a
25900;compa–’a
22157;compa–’a
41753;compa–’a
21749;compa–’a
44107;compa–’a
14581;compa–’a
15087;compa–’a
39903;compa–’a
33627;compa–’a
13204;compa–’a
21369;compa–’a
33193;compa–’a
16108;compa–’a
23212;compa–’a
15390;compa–’a
25521;compa–’a
21142;compa–’a
8175;compa–’a
40858;compa–’a
15740;compa–’a
23184;compa–’a
6099;compa–’a
37109;compa–’a
6851;compa–’a
30798;compa–’a
38136;compa–’a
46295;compa–’a
21014;compa–’a
4877;compa–’a
24867;compa–’a
17637;compa–’a
41226;compa–’a
35879;compa–’a
18174;compa–’a
36825;compa–’a
25267;compa–’a
16599;compa–’a
31448;compa–’a
37804;compa–’a
8248;compa–’a
40831;compa–’a
3437;compa–’a
33981;compa–’a
22945;compa–’a
27105;compa–’a
35058;compa–’a
15389;compa–’a
6105;compa–’a
17841;compa–’a
24091;compa–’a
29337;compa–’a
