idVuelo;idIncidente;crsDepTime;crsArrTime;arrTime;cancelled;diverted;carrierDelay;weatherDelay;nasDelay;securityDelay;lateAircraftDelay;divArrDelay;div1airport;div2airport
30828;11182;1105;1417;1437;0;0;0;0;0;0;20;;;
30829;11183;630;800;815;0;0;0;0;15;0;0;;;
30834;11184;1900;2258;2325;0;0;16;0;11;0;0;;;
30835;11185;1140;1349;1400;0;0;0;0;0;0;0;;;
30836;11186;1035;1144;1215;0;0;5;0;0;0;26;;;
30837;11187;857;1000;1047;0;0;25;0;22;0;0;;;
30838;11188;1905;2242;2310;0;0;0;0;28;0;0;;;
30842;11189;1112;1309;1319;0;0;0;0;0;0;0;;;
30843;11190;1335;1727;1740;0;0;0;0;0;0;0;;;
30847;11191;645;732;733;0;0;0;0;0;0;0;;;
30848;11192;1355;1516;1525;0;0;0;0;0;0;0;;;
30850;11193;1620;1754;1805;0;0;0;0;0;0;0;;;
30851;11194;2000;2123;2128;0;0;0;0;0;0;0;;;
30852;11195;1120;1246;1328;0;0;0;0;17;0;25;;;
30853;11196;905;1024;1102;0;0;0;0;38;0;0;;;
30854;11197;1515;2201;2227;0;0;0;0;26;0;0;;;
30859;11198;715;1536;1547;0;0;0;0;0;0;0;;;
30860;11199;1645;1946;1959;0;0;0;0;0;0;0;;;
30863;11200;545;637;643;0;0;0;0;0;0;0;;;
30864;11201;1535;1650;1652;0;0;0;0;0;0;0;;;
30867;11202;1900;2215;2234;0;0;6;0;0;0;13;;;
30868;11203;630;1126;1204;0;0;0;0;38;0;0;;;
30869;11204;1440;1804;1831;0;0;4;0;0;0;23;;;
30870;11205;725;825;841;0;0;1;0;15;0;0;;;
30871;11206;927;1100;1124;0;0;0;0;24;0;0;;;
30885;11207;1645;1817;1834;0;0;0;0;17;0;0;;;
30888;11208;1020;1801;1807;0;0;0;0;0;0;0;;;
30889;11209;750;918;927;0;0;0;0;0;0;0;;;
30891;11210;2300;628;631;0;0;0;0;0;0;0;;;
30893;11211;1000;1135;1159;0;0;10;0;14;0;0;;;
30894;11212;1235;1410;1423;0;0;0;0;0;0;0;;;
30895;11213;2020;2140;2214;0;0;28;0;6;0;0;;;
30896;11214;810;1020;1036;0;0;0;0;16;0;0;;;
30897;11215;2115;2239;2243;0;0;0;0;0;0;0;;;
30898;11216;1740;1927;1945;0;0;0;0;18;0;0;;;
30900;11217;630;930;932;0;0;0;0;0;0;0;;;
30901;11218;1750;2002;2109;0;0;0;0;0;0;67;;;
30902;11219;2110;2240;2302;0;0;0;0;0;0;22;;;
30903;11220;1520;1725;1847;0;0;2;0;31;0;49;;;
30905;11221;1335;1453;1500;0;0;0;0;0;0;0;;;
30907;11222;1037;1227;1243;0;0;0;0;16;0;0;;;
30908;11223;1255;1445;1559;0;0;0;0;64;0;10;;;
30910;11224;1715;1925;2126;0;0;0;0;0;0;121;;;
30911;11225;1444;1641;1855;0;0;2;0;27;0;105;;;
30915;11226;1752;1933;2027;0;0;54;0;0;0;0;;;
30916;11227;935;1104;1124;0;0;11;0;9;0;0;;;
30919;11228;1205;1909;1925;0;0;0;0;9;0;7;;;
30921;11229;1644;1759;1813;0;0;0;0;0;0;0;;;
30922;11230;1859;2053;2124;0;0;4;0;13;0;14;;;
30923;11231;840;1012;1019;0;0;0;0;0;0;0;;;
30926;11232;1355;2108;2115;0;0;0;0;0;0;0;;;
30928;11233;1600;1738;1739;0;0;0;0;0;0;0;;;
30932;11234;635;844;847;0;0;0;0;0;0;0;;;
30933;11235;910;1030;1040;0;0;0;0;0;0;0;;;
30937;11236;1430;1549;1551;0;0;0;0;0;0;0;;;
30938;11237;600;707;714;0;0;0;0;0;0;0;;;
30939;11238;1910;2128;2132;0;0;0;0;0;0;0;;;
30942;11239;1215;1419;1432;0;0;0;0;0;0;0;;;
30943;11240;900;1055;1059;0;0;0;0;0;0;0;;;
30945;11241;1145;1307;1327;0;0;12;0;8;0;0;;;
30946;11242;1635;1807;1810;0;0;0;0;0;0;0;;;
30949;11243;630;730;733;0;0;0;0;0;0;0;;;
30950;11244;1620;1727;1729;0;0;0;0;0;0;0;;;
30953;11245;850;1000;1002;0;0;0;0;0;0;0;;;
30954;11246;1905;2032;2044;0;0;0;0;0;0;0;;;
30955;11247;1440;1610;1612;0;0;0;0;0;0;0;;;
30957;11248;1136;1323;1332;0;0;0;0;0;0;0;;;
30958;11249;905;1103;1110;0;0;0;0;0;0;0;;;
30960;11250;1331;1530;1701;0;0;0;0;91;0;0;;;
30961;11251;940;1259;1302;0;0;0;0;0;0;0;;;
30962;11252;1715;1845;1929;0;0;37;0;7;0;0;;;
30963;11253;1910;2010;2040;0;0;0;0;0;0;30;;;
30964;11254;2040;2145;2207;0;0;22;0;0;0;0;;;
30966;11255;1720;1948;1957;0;0;0;0;0;0;0;;;
30968;11256;1449;1604;1616;0;0;0;0;0;0;0;;;
30973;11257;835;1705;1719;0;0;0;0;0;0;0;;;
30974;11258;710;930;941;0;0;0;0;0;0;0;;;
30975;11259;958;1400;1426;0;0;16;0;10;0;0;;;
30976;11260;925;1042;1059;0;0;0;0;0;0;17;;;
30977;11261;740;852;937;0;0;45;0;0;0;0;;;
30981;11262;505;928;930;0;0;0;0;0;0;0;;;
30983;11263;625;830;837;0;0;0;0;0;0;0;;;
30984;11264;900;1037;1042;0;0;0;0;0;0;0;;;
30987;11265;1530;1837;1845;0;0;0;0;0;0;0;;;
30990;11266;1535;1705;1714;0;0;0;0;0;0;0;;;
30991;11267;1735;2134;2136;0;0;0;0;0;0;0;;;
30994;11268;600;1141;1149;0;0;0;0;0;0;0;;;
30995;11269;720;837;839;0;0;0;0;0;0;0;;;
30996;11270;1420;1821;1838;0;0;0;0;17;0;0;;;
31000;11271;1305;1435;1439;0;0;0;0;0;0;0;;;
31001;11272;1730;1830;1834;0;0;0;0;0;0;0;;;
31002;11273;1505;1640;1645;0;0;0;0;0;0;0;;;
31010;11274;1220;1549;1628;0;0;0;0;39;0;0;;;
31011;11275;1729;1923;1936;0;0;0;0;0;0;0;;;
31015;11276;1245;2002;2118;0;0;0;0;3;0;73;;;
31016;11277;950;1142;1314;0;0;91;0;1;0;0;;;
31017;11278;1500;1610;1617;0;0;0;0;0;0;0;;;
31020;11279;1100;1230;1241;0;0;0;0;0;0;0;;;
31022;11280;1330;2024;2037;0;0;0;0;0;0;0;;;
31023;11281;2115;2244;2308;0;0;13;0;0;0;11;;;
31024;11282;1055;1429;1437;0;0;0;0;0;0;0;;;
31025;11283;720;1015;1024;0;0;0;0;0;0;0;;;
31033;11284;1400;1619;1642;0;0;8;0;15;0;0;;;
31036;11285;2125;518;531;0;0;0;0;0;0;0;;;
31038;11286;830;956;957;0;0;0;0;0;0;0;;;
31039;11287;1850;2018;2034;0;0;0;0;16;0;0;;;
31042;11288;816;945;947;0;0;0;0;0;0;0;;;
31043;11289;1255;1438;1500;0;0;0;0;22;0;0;;;
31045;11290;1520;1733;1828;0;0;0;0;55;0;0;;;
31046;11291;1805;2019;2029;0;0;0;0;0;0;0;;;
31049;11292;1735;1927;1929;0;0;0;0;0;0;0;;;
31051;11293;1225;1544;1621;0;0;0;0;37;0;0;;;
31053;11294;1200;1430;1502;0;0;0;0;32;0;0;;;
31054;11295;1500;1743;1745;0;0;0;0;0;0;0;;;
31055;11296;1920;2054;2114;0;0;0;0;20;0;0;;;
31062;11297;1545;1713;1718;0;0;0;0;0;0;0;;;
31065;11298;1105;1242;1249;0;0;0;0;0;0;0;;;
31067;11299;1800;1947;2014;0;0;6;0;21;0;0;;;
31072;11300;1800;1925;1929;0;0;0;0;0;0;0;;;
31075;11301;1000;1112;1120;0;0;0;0;0;0;0;;;
31076;11302;1325;1445;1447;0;0;0;0;0;0;0;;;
31078;11303;1259;1412;1451;0;0;0;0;39;0;0;;;
31079;11304;1503;1618;1642;0;0;2;0;4;0;18;;;
31080;11305;645;842;847;0;0;0;0;0;0;0;;;
31081;11306;910;1035;1037;0;0;0;0;0;0;0;;;
31083;11307;1645;1815;1834;0;0;0;0;0;0;19;;;
31085;11308;1338;1545;1627;0;0;0;0;42;0;0;;;
31087;11309;1710;1853;1915;0;0;22;0;0;0;0;;;
31093;11310;955;1133;1138;0;0;0;0;0;0;0;;;
31094;11311;603;727;733;0;0;0;0;0;0;0;;;
31095;11312;1330;1658;1702;0;0;0;0;0;0;0;;;
31096;11313;1725;1822;1825;0;0;0;0;0;0;0;;;
31097;11314;835;1030;1042;0;0;0;0;0;0;0;;;
31100;11315;1330;1708;1923;0;0;0;0;135;0;0;;;
31102;11316;1935;2202;2215;0;0;0;0;0;0;0;;;
31107;11317;823;931;1007;0;0;0;0;36;0;0;;;
31113;11318;1440;1632;1653;0;0;0;0;21;0;0;;;
31114;11319;1035;1409;1413;0;0;0;0;0;0;0;;;
31115;11320;840;1004;1010;0;0;0;0;0;0;0;;;
31116;11321;1935;2049;2100;0;0;0;0;0;0;0;;;
31123;11322;600;813;814;0;0;0;0;0;0;0;;;
31124;11323;1630;1842;1852;0;0;0;0;0;0;0;;;
31128;11324;640;850;902;0;0;0;0;0;0;0;;;
31129;11325;920;1027;1040;0;0;0;0;0;0;0;;;
31133;11326;1630;1802;1823;0;0;0;0;21;0;0;;;
31134;11327;1827;1955;2027;0;0;0;0;17;0;15;;;
31137;11328;1550;1732;1809;0;0;0;0;37;0;0;;;
31138;11329;1808;2000;2019;0;0;0;0;9;0;10;;;
31140;11330;1920;2240;2256;0;0;16;0;0;0;0;;;
31141;11331;1440;1642;1646;0;0;0;0;0;0;0;;;
31143;11332;610;802;823;0;0;0;0;21;0;0;;;
31144;11333;835;952;1013;0;0;0;0;7;0;14;;;
31145;11334;1025;1133;1141;0;0;0;0;0;0;0;;;
31146;11335;1610;1937;1947;0;0;0;0;0;0;0;;;
31147;11336;2005;2212;2230;0;0;18;0;0;0;0;;;
31150;11337;620;823;828;0;0;0;0;0;0;0;;;
31157;11338;1715;1834;1843;0;0;0;0;0;0;0;;;
31160;11339;2010;2213;2217;0;0;0;0;0;0;0;;;
31162;11340;1105;1230;1233;0;0;0;0;0;0;0;;;
31163;11341;1543;1800;1806;0;0;0;0;0;0;0;;;
31164;11342;1310;1507;1510;0;0;0;0;0;0;0;;;
31168;11343;825;1105;1119;0;0;0;0;0;0;0;;;
31169;11344;2245;554;604;0;0;0;0;0;0;0;;;
31174;11345;1905;2153;2225;0;0;0;0;0;0;32;;;
31175;11346;1500;1810;1909;0;0;9;0;50;0;0;;;
31176;11347;1305;1415;1435;0;0;0;0;20;0;0;;;
31179;11348;1855;2230;2256;0;0;0;0;26;0;0;;;
31180;11349;1440;1744;1804;0;0;0;0;1;0;19;;;
31181;11350;2100;2330;2332;0;0;0;0;0;0;0;;;
31185;11351;1643;2029;2043;0;0;0;0;0;0;0;;;
31186;11352;1345;1638;1700;0;0;0;0;10;0;12;;;
31187;11353;1750;2009;2024;0;0;15;0;0;0;0;;;
31191;11354;1630;1838;1844;0;0;0;0;0;0;0;;;
31193;11355;2000;2210;2353;0;0;10;0;3;0;90;;;
31194;11356;1855;1925;2105;0;0;0;0;100;0;0;;;
31197;11357;850;1129;1214;0;0;29;0;16;0;0;;;
31198;11358;1200;1442;1512;0;0;0;0;0;0;30;;;
31201;11359;1540;2009;2010;0;0;0;0;0;0;0;;;
31203;11360;1540;1832;1841;0;0;0;0;0;0;0;;;
31204;11361;1110;1224;1226;0;0;0;0;0;0;0;;;
31207;11362;614;756;804;0;0;0;0;0;0;0;;;
31209;11363;1305;1642;1715;0;0;33;0;0;0;0;;;
31210;11364;1720;1859;1926;0;0;10;0;0;0;17;;;
31211;11365;600;807;815;0;0;0;0;0;0;0;;;
31212;11366;1330;1437;1440;0;0;0;0;0;0;0;;;
31213;11367;1545;1732;1734;0;0;0;0;0;0;0;;;
31214;11368;900;1000;1008;0;0;0;0;0;0;0;;;
31216;11369;1359;1517;1540;0;0;4;0;0;0;19;;;
31217;11370;1135;1249;1355;0;0;66;0;0;0;0;;;
31219;11371;1535;1632;1705;0;0;0;0;0;0;33;;;
31220;11372;1705;1832;1853;0;0;0;0;2;0;19;;;
31221;11373;1905;2153;2318;0;0;85;0;0;0;0;;;
31223;11374;1520;1647;1650;0;0;0;0;0;0;0;;;
31225;11375;1950;2102;2110;0;0;0;0;0;0;0;;;
31226;11376;830;1117;1122;0;0;0;0;0;0;0;;;
31228;11377;1855;2217;2224;0;0;0;0;0;0;0;;;
31235;11378;600;745;750;0;0;0;0;0;0;0;;;
31237;11379;1715;1927;1934;0;0;0;0;0;0;0;;;
31238;11380;1450;1602;1605;0;0;0;0;0;0;0;;;
31239;11381;945;1408;1419;0;0;0;0;0;0;0;;;
31240;11382;845;920;922;0;0;0;0;0;0;0;;;
31250;11383;1630;5;13;0;0;0;0;0;0;0;;;
31252;11384;1043;1829;1842;0;0;0;0;0;0;0;;;
31253;11385;1920;2234;2259;0;0;25;0;0;0;0;;;
31255;11386;2325;641;719;0;0;0;0;17;0;21;;;
31257;11387;830;1141;1147;0;0;0;0;0;0;0;;;
31259;11388;2223;615;627;0;0;0;0;0;0;0;;;
31261;11389;1040;1136;1156;0;0;0;0;20;0;0;;;
31262;11390;855;947;952;0;0;0;0;0;0;0;;;
31265;11391;1041;1149;1201;0;0;0;0;0;0;0;;;
31267;11392;1745;2004;2005;0;0;0;0;0;0;0;;;
31269;11393;845;951;1006;0;0;10;0;5;0;0;;;
31275;11394;1545;1805;1827;0;0;11;0;11;0;0;;;
31278;11395;1255;1645;1655;0;0;0;0;0;0;0;;;
31279;11396;745;1004;1010;0;0;0;0;0;0;0;;;
31282;11397;1725;1958;2005;0;0;0;0;0;0;0;;;
31283;11398;1905;2259;2303;0;0;0;0;0;0;0;;;
31284;11399;530;638;641;0;0;0;0;0;0;0;;;
31286;11400;1220;1440;1443;0;0;0;0;0;0;0;;;
31290;11401;1900;2158;2217;0;0;0;0;19;0;0;;;
31291;11402;1645;1806;1812;0;0;0;0;0;0;0;;;
31294;11403;1545;1938;1949;0;0;0;0;0;0;0;;;
31296;11404;830;1047;1049;0;0;0;0;0;0;0;;;
31298;11405;630;1343;1344;0;0;0;0;0;0;0;;;
31300;11406;1755;2035;2106;0;0;0;0;31;0;0;;;
31303;11407;2010;2154;2205;0;0;0;0;0;0;0;;;
31312;11408;2040;2327;2342;0;0;0;0;15;0;0;;;
31316;11409;1425;1525;1532;0;0;0;0;0;0;0;;;
31320;11410;1045;1200;1203;0;0;0;0;0;0;0;;;
31331;11411;1525;1802;1805;0;0;0;0;0;0;0;;;
31332;11412;1205;1440;1451;0;0;0;0;0;0;0;;;
31334;11413;1029;1130;1136;0;0;0;0;0;0;0;;;
31335;11414;1445;1725;1759;0;0;14;0;20;0;0;;;
31337;11415;1209;1359;1416;0;0;0;0;17;0;0;;;
31338;11416;1810;1927;1952;0;0;7;0;0;0;18;;;
31339;11417;1415;1615;1629;0;0;0;0;0;0;0;;;
31340;11418;1655;1900;1905;0;0;0;0;0;0;0;;;
31344;11419;910;1152;1154;0;0;0;0;0;0;0;;;
31354;11420;630;936;1033;0;0;57;0;0;0;0;;;
31355;11421;1500;1629;1635;0;0;0;0;0;0;0;;;
31356;11422;1720;2104;2123;0;0;19;0;0;0;0;;;
31365;11423;1530;1720;1800;0;0;0;0;40;0;0;;;
31366;11424;1759;1947;2030;0;0;0;0;9;0;34;;;
31368;11425;535;637;639;0;0;0;0;0;0;0;;;
31370;11426;1750;1902;1905;0;0;0;0;0;0;0;;;
31378;11427;1455;1618;1628;0;0;0;0;0;0;0;;;
31383;11428;2040;2224;2249;0;0;0;0;0;0;25;;;
31384;11429;900;1023;1034;0;0;0;0;0;0;0;;;
31386;11430;707;830;832;0;0;0;0;0;0;0;;;
31387;11431;1530;1808;1815;0;0;0;0;0;0;0;;;
31388;11432;1835;2047;2049;0;0;0;0;0;0;0;;;
31392;11433;2110;2349;2359;0;0;0;0;0;0;0;;;
31395;11434;830;1042;1045;0;0;0;0;0;0;0;;;
31396;11435;2005;2233;2241;0;0;0;0;0;0;0;;;
31397;11436;1329;1541;1551;0;0;0;0;0;0;0;;;
31400;11437;1750;1937;1944;0;0;0;0;0;0;0;;;
31401;11438;1035;1202;1205;0;0;0;0;0;0;0;;;
31402;11439;815;958;1002;0;0;0;0;0;0;0;;;
31404;11440;1850;2038;2110;0;0;7;0;25;0;0;;;
31405;11441;1650;1809;1817;0;0;0;0;0;0;0;;;
31406;11442;1510;1623;1628;0;0;0;0;0;0;0;;;
31408;11443;1855;2025;2034;0;0;0;0;0;0;0;;;
31410;11444;1245;1437;1438;0;0;0;0;0;0;0;;;
31415;11445;1700;1810;1819;0;0;0;0;0;0;0;;;
31416;11446;1528;1632;1654;0;0;18;0;4;0;0;;;
31417;11447;1850;2019;2032;0;0;0;0;0;0;0;;;
31423;11448;855;1023;1029;0;0;0;0;0;0;0;;;
31425;11449;1740;1835;1841;0;0;0;0;0;0;0;;;
31428;11450;735;1013;1016;0;0;0;0;0;0;0;;;
31429;11451;1900;2219;2246;0;0;0;0;27;0;0;;;
31430;11452;1055;1305;1325;0;0;9;0;11;0;0;;;
31431;11453;1330;1437;1504;0;0;6;0;1;0;20;;;
31432;11454;2035;2302;2322;0;0;7;0;0;0;13;;;
31433;11455;1220;1235;1608;0;0;191;0;22;0;0;;;
31434;11456;1317;1649;2022;0;0;0;0;17;0;196;;;
31438;11457;1845;1945;2034;0;0;0;0;49;0;0;;;
31439;11458;1325;1432;1433;0;0;0;0;0;0;0;;;
31440;11459;1920;2025;2027;0;0;0;0;0;0;0;;;
31441;11460;625;753;824;0;0;11;0;20;0;0;;;
31447;11461;1315;1624;1727;0;0;63;0;0;0;0;;;
31448;11462;1653;1816;1911;0;0;3;0;0;0;52;;;
31449;11463;730;832;836;0;0;0;0;0;0;0;;;
31453;11464;1515;1618;1619;0;0;0;0;0;0;0;;;
31456;11465;930;1027;1028;0;0;0;0;0;0;0;;;
31457;11466;1650;1757;1852;0;0;0;0;0;0;55;;;
31458;11467;1830;2117;2203;0;0;0;0;0;0;46;;;
31461;11468;1245;1510;1521;0;0;0;0;0;0;0;;;
31462;11469;1540;1700;1713;0;0;0;0;0;0;0;;;
31464;11470;1645;1803;1824;0;0;0;0;0;0;21;;;
31465;11471;1835;1954;2018;0;0;6;0;4;0;14;;;
31466;11472;600;735;802;0;0;0;0;27;0;0;;;
31467;11473;1038;1230;1258;0;0;0;0;0;0;28;;;
31468;11474;840;1010;1057;0;0;47;0;0;0;0;;;
31469;11475;1300;1419;1501;0;0;7;0;7;0;28;;;
31470;11476;1445;1610;1650;0;0;0;0;0;0;40;;;
31473;11477;700;907;916;0;0;0;0;0;0;0;;;
31475;11478;1855;2311;2330;0;0;2;0;17;0;0;;;
31477;11479;1332;1530;1532;0;0;0;0;0;0;0;;;
31478;11480;1610;1801;1802;0;0;0;0;0;0;0;;;
31480;11481;822;944;946;0;0;0;0;0;0;0;;;
31482;11482;1842;1912;2028;0;0;0;0;76;0;0;;;
31483;11483;1201;1247;1250;0;0;0;0;0;0;0;;;
31484;11484;1315;1411;1505;0;0;0;0;54;0;0;;;
31492;11485;1623;1811;1822;0;0;0;0;0;0;0;;;
31494;11486;1850;2222;2230;0;0;0;0;0;0;0;;;
31495;11487;1045;1409;1430;0;0;1;0;0;0;20;;;
31496;11488;1440;1612;1614;0;0;0;0;0;0;0;;;
31497;11489;1845;2153;2155;0;0;0;0;0;0;0;;;
31499;11490;830;1015;1041;0;0;0;0;26;0;0;;;
31501;11491;1518;1727;1730;0;0;0;0;0;0;0;;;
31506;11492;1525;1759;1811;0;0;0;0;0;0;0;;;
31512;11493;1536;1854;1900;0;0;0;0;0;0;0;;;
31517;11494;1305;1407;1412;0;0;0;0;0;0;0;;;
31519;11495;630;827;912;0;0;45;0;0;0;0;;;
31520;11496;1645;1804;1805;0;0;0;0;0;0;0;;;
31522;11497;900;1043;1124;0;0;7;0;0;0;34;;;
31523;11498;835;944;946;0;0;0;0;0;0;0;;;
31525;11499;2050;2149;2202;0;0;0;0;0;0;0;;;
31526;11500;1915;2027;2052;0;0;0;0;25;0;0;;;
31551;11501;1430;1620;1632;0;0;0;0;0;0;0;;;
31554;11502;1226;1400;1417;0;0;0;0;17;0;0;;;
31555;11503;1250;1505;1511;0;0;0;0;0;0;0;;;
31560;11504;1300;1430;1433;0;0;0;0;0;0;0;;;
31566;11505;2135;2307;2316;0;0;0;0;0;0;0;;;
31569;11506;1449;1619;1620;0;0;0;0;0;0;0;;;
31573;11507;1910;2053;2103;0;0;0;0;0;0;0;;;
31574;11508;1120;1251;1254;0;0;0;0;0;0;0;;;
31576;11509;500;930;935;0;0;0;0;0;0;0;;;
31581;11510;1255;1643;1648;0;0;0;0;0;0;0;;;
31583;11511;915;1645;1649;0;0;0;0;0;0;0;;;
31586;11512;955;1150;1154;0;0;0;0;0;0;0;;;
31588;11513;2205;608;615;0;0;0;0;0;0;0;;;
31589;11514;1430;1559;1628;0;0;11;0;12;0;6;;;
31590;11515;1704;1830;1851;0;0;1;0;1;0;19;;;
31591;11516;815;1326;1341;0;0;1;0;14;0;0;;;
31595;11517;850;924;928;0;0;0;0;0;0;0;;;
31597;11518;1915;2127;2210;0;0;0;0;43;0;0;;;
31601;11519;1230;1542;1547;0;0;0;0;0;0;0;;;
31602;11520;1615;1832;1842;0;0;0;0;0;0;0;;;
31606;11521;1915;2112;2214;0;0;0;0;62;0;0;;;
31607;11522;745;1100;1110;0;0;0;0;0;0;0;;;
31609;11523;1755;2336;2345;0;0;0;0;0;0;0;;;
31611;11524;700;923;933;0;0;0;0;0;0;0;;;
31613;11525;650;818;821;0;0;0;0;0;0;0;;;
31615;11526;1845;2049;2052;0;0;0;0;0;0;0;;;
31616;11527;1045;1257;1311;0;0;0;0;0;0;0;;;
31618;11528;630;907;913;0;0;0;0;0;0;0;;;
31623;11529;1329;1502;1536;0;0;0;0;34;0;0;;;
31624;11530;1245;1622;1625;0;0;0;0;0;0;0;;;
31626;11531;800;948;952;0;0;0;0;0;0;0;;;
31630;11532;2050;2219;2223;0;0;0;0;0;0;0;;;
31640;11533;1848;1959;2004;0;0;0;0;0;0;0;;;
31641;11534;1425;1600;1609;0;0;0;0;0;0;0;;;
31645;11535;1858;2012;2025;0;0;0;0;0;0;0;;;
31647;11536;1915;2037;2111;0;0;0;0;0;0;34;;;
31648;11537;1715;1833;1922;0;0;6;0;17;0;26;;;
31649;11538;740;1555;1656;0;0;0;0;61;0;0;;;
31650;11539;1113;1205;1225;0;0;7;0;13;0;0;;;
31654;11540;1245;1535;1542;0;0;0;0;0;0;0;;;
31662;11541;810;905;913;0;0;0;0;0;0;0;;;
31663;11542;955;1155;1159;0;0;0;0;0;0;0;;;
31664;11543;1230;1420;1428;0;0;0;0;0;0;0;;;
31665;11544;1513;1933;1937;0;0;0;0;0;0;0;;;
31667;11545;615;752;803;0;0;0;0;0;0;0;;;
31668;11546;1245;1455;1501;0;0;0;0;0;0;0;;;
31669;11547;1920;2020;2042;0;0;0;0;22;0;0;;;
31673;11548;1645;1808;1817;0;0;0;0;0;0;0;;;
31674;11549;1505;1618;1620;0;0;0;0;0;0;0;;;
31676;11550;1200;1300;1307;0;0;0;0;0;0;0;;;
31677;11551;1330;1433;1440;0;0;0;0;0;0;0;;;
31678;11552;1900;2005;2009;0;0;0;0;0;0;0;;;
31681;11553;1410;1547;1555;0;0;0;0;0;0;0;;;
31682;11554;1900;2033;2043;0;0;0;0;0;0;0;;;
31683;11555;1205;1320;1332;0;0;0;0;0;0;0;;;
31684;11556;1930;2020;2038;0;0;0;0;18;0;0;;;
31686;11557;1545;1643;1654;0;0;0;0;0;0;0;;;
31692;11558;1210;1322;1339;0;0;0;0;17;0;0;;;
31693;11559;1015;1133;1136;0;0;0;0;0;0;0;;;
31698;11560;730;940;947;0;0;0;0;0;0;0;;;
31699;11561;1012;1130;1132;0;0;0;0;0;0;0;;;
31701;11562;1855;2133;2207;0;0;0;0;34;0;0;;;
31702;11563;1640;1807;1809;0;0;0;0;0;0;0;;;
31703;11564;735;907;929;0;0;0;0;22;0;0;;;
31705;11565;1855;2014;2015;0;0;0;0;0;0;0;;;
31706;11566;1250;1522;1537;0;0;0;0;15;0;0;;;
31709;11567;1259;1452;1507;0;0;0;0;15;0;0;;;
31713;11568;1505;1714;1736;0;0;0;0;0;0;22;;;
31714;11569;1245;1439;1530;0;0;40;0;11;0;0;;;
31717;11570;1233;1400;1425;0;0;0;0;25;0;0;;;
31718;11571;1435;1613;1630;0;0;5;0;0;0;12;;;
31719;11572;635;847;902;0;0;0;0;15;0;0;;;
31720;11573;920;1034;1043;0;0;0;0;0;0;0;;;
31721;11574;1645;2019;2033;0;0;0;0;0;0;0;;;
31723;11575;2100;2236;2242;0;0;0;0;0;0;0;;;
31724;11576;1145;1515;1520;0;0;0;0;0;0;0;;;
31726;11577;1455;1711;1717;0;0;0;0;0;0;0;;;
31727;11578;1810;1947;1949;0;0;0;0;0;0;0;;;
31728;11579;1855;2102;2103;0;0;0;0;0;0;0;;;
31729;11580;1610;1800;1805;0;0;0;0;0;0;0;;;
31731;11581;1810;2113;2146;0;0;8;0;25;0;0;;;
31732;11582;710;952;958;0;0;0;0;0;0;0;;;
31736;11583;1130;1225;1227;0;0;0;0;0;0;0;;;
31739;11584;735;902;903;0;0;0;0;0;0;0;;;
31743;11585;1120;1329;1334;0;0;0;0;0;0;0;;;
31745;11586;630;725;726;0;0;0;0;0;0;0;;;
31747;11587;900;1150;1202;0;0;0;0;0;0;0;;;
31749;11588;1225;2044;2057;0;0;0;0;0;0;0;;;
31752;11589;1352;1644;1703;0;0;0;0;19;0;0;;;
31755;11590;1220;1339;1351;0;0;0;0;0;0;0;;;
31756;11591;1408;1532;1538;0;0;0;0;0;0;0;;;
31760;11592;600;743;756;0;0;0;0;0;0;0;;;
31761;11593;600;603;;1;0;;;;;;;;
31762;11594;1154;1433;1454;0;0;21;0;0;0;0;;;
31763;11595;1501;1618;1643;0;0;0;0;7;0;18;;;
31764;11596;1550;1720;1734;0;0;0;0;0;0;0;;;
31765;11597;1750;1935;1943;0;0;0;0;0;0;0;;;
31767;11598;1505;1718;1729;0;0;0;0;0;0;0;;;
31768;11599;535;747;757;0;0;0;0;0;0;0;;;
31773;11600;800;1020;1028;0;0;0;0;0;0;0;;;
31774;11601;1810;2109;2112;0;0;0;0;0;0;0;;;
31781;11602;1115;1242;1305;0;0;23;0;0;0;0;;;
31783;11603;1805;2212;2252;0;0;38;0;2;0;0;;;
31786;11604;740;1549;1552;0;0;0;0;0;0;0;;;
31792;11605;1520;1609;1615;0;0;0;0;0;0;0;;;
31794;11606;1824;1929;1945;0;0;0;0;16;0;0;;;
31795;11607;1159;1441;1505;0;0;24;0;0;0;0;;;
31796;11608;935;1111;1114;0;0;0;0;0;0;0;;;
31797;11609;1815;2012;2035;0;0;0;0;18;5;0;;;
31799;11610;745;1042;1059;0;0;9;0;8;0;0;;;
31800;11611;1155;1301;1316;0;0;0;0;15;0;0;;;
31804;11612;910;1018;1020;0;0;0;0;0;0;0;;;
31807;11613;710;817;831;0;0;0;0;0;0;0;;;
31808;11614;1055;1202;1210;0;0;0;0;0;0;0;;;
31811;11615;1810;1930;1955;0;0;0;0;25;0;0;;;
31815;11616;740;1021;1025;0;0;0;0;0;0;0;;;
31816;11617;1430;1742;1813;0;0;31;0;0;0;0;;;
31818;11618;1827;1928;1941;0;0;0;0;0;0;0;;;
31819;11619;1325;1410;1411;0;0;0;0;0;0;0;;;
31821;11620;1010;1115;1125;0;0;0;0;0;0;0;;;
31830;11621;1920;2118;2124;0;0;0;0;0;0;0;;;
31831;11622;2325;633;640;0;0;0;0;0;0;0;;;
31833;11623;830;1018;1044;0;0;3;0;23;0;0;;;
