idVuelo;idIncidente;crsDepTime;crsArrTime;arrTime;cancelled;diverted;carrierDelay;weatherDelay;nasDelay;securityDelay;lateAircraftDelay;divArrDelay;div1airport;div2airport
8950;2963;1340;1459;1829;0;0;0;0;210;0;0;;;
8951;2964;1555;1740;2145;0;0;0;0;61;0;184;;;
8953;2965;1415;1600;1604;0;0;0;0;0;0;0;;;
8954;2966;1620;1625;1626;0;0;0;0;0;0;0;;;
8958;2967;630;1354;1357;0;0;0;0;0;0;0;;;
8959;2968;1649;1812;1839;0;0;27;0;0;0;0;;;
8962;2969;1110;1155;1156;0;0;0;0;0;0;0;;;
8966;2970;1950;2031;2036;0;0;0;0;0;0;0;;;
8970;2971;1050;1255;1300;0;0;0;0;0;0;0;;;
8972;2972;700;900;919;0;0;0;0;19;0;0;;;
8986;2973;1410;1547;1549;0;0;0;0;0;0;0;;;
8987;2974;1602;1745;1748;0;0;0;0;0;0;0;;;
8990;2975;1335;1512;1517;0;0;0;0;0;0;0;;;
8991;2976;1845;2024;2028;0;0;0;0;0;0;0;;;
8995;2977;855;1150;1219;0;0;29;0;0;0;0;;;
8996;2978;1215;1320;1506;0;0;76;0;0;0;30;;;
8998;2979;1330;1514;1516;0;0;0;0;0;0;0;;;
8999;2980;1100;1238;1251;0;0;0;0;0;0;0;;;
9000;2981;1856;2000;2001;0;0;0;0;0;0;0;;;
9003;2982;940;1130;1134;0;0;0;0;0;0;0;;;
9004;2983;1540;2005;2014;0;0;0;0;0;0;0;;;
9007;2984;930;1116;1248;0;0;92;0;0;0;0;;;
9009;2985;930;1040;1042;0;0;0;0;0;0;0;;;
9029;2986;1150;1420;1421;0;0;0;0;0;0;0;;;
9030;2987;635;720;723;0;0;0;0;0;0;0;;;
9034;2988;2125;10;2352;0;0;0;0;0;0;0;;;
9035;2989;1245;1400;1456;0;0;49;0;7;0;0;;;
9037;2990;1430;1755;1856;0;0;0;0;6;0;55;;;
9038;2991;920;1030;1032;0;0;0;0;0;0;0;;;
9041;2992;1230;1335;1340;0;0;0;0;0;0;0;;;
9043;2993;1345;1520;1529;0;0;0;0;0;0;0;;;
9044;2994;1126;1255;1306;0;0;0;0;0;0;0;;;
9049;2995;1630;1730;1742;0;0;0;0;0;0;0;;;
9050;2996;640;835;842;0;0;0;0;0;0;0;;;
9061;2997;1630;1855;1930;0;0;0;0;35;0;0;;;
9063;2998;850;1056;1109;0;0;0;0;0;0;0;;;
9074;2999;1705;1805;1826;0;0;0;0;0;11;10;;;
9075;3000;1355;1650;1706;0;0;8;0;8;0;0;;;
9079;3001;655;1330;1337;0;0;0;0;0;0;0;;;
9080;3002;1435;1546;1559;0;0;0;0;0;0;0;;;
9082;3003;1825;1940;1949;0;0;0;0;0;0;0;;;
9086;3004;555;715;716;0;0;0;0;0;0;0;;;
9093;3005;1050;1315;1317;0;0;0;0;0;0;0;;;
9096;3006;1231;1447;1451;0;0;0;0;0;0;0;;;
9099;3007;1330;1451;1515;0;0;24;0;0;0;0;;;
9100;3008;1520;1642;1704;0;0;20;0;2;0;0;;;
9101;3009;1728;1854;1906;0;0;0;0;0;0;0;;;
9102;3010;1245;2002;2011;0;0;0;0;0;0;0;;;
9104;3011;950;1142;1157;0;0;0;0;15;0;0;;;
9112;3012;900;955;957;0;0;0;0;0;0;0;;;
9114;3013;1555;1740;1748;0;0;0;0;0;0;0;;;
9115;3014;1800;1855;1900;0;0;0;0;0;0;0;;;
9119;3015;935;1208;1221;0;0;0;0;0;0;0;;;
9122;3016;600;754;755;0;0;0;0;0;0;0;;;
9124;3017;1930;2255;2259;0;0;0;0;0;0;0;;;
9128;3018;1005;1110;1128;0;0;0;0;18;0;0;;;
9129;3019;1135;1410;1415;0;0;0;0;0;0;0;;;
9133;3020;1134;1459;1621;0;0;0;0;82;0;0;;;
9134;3021;922;1104;1105;0;0;0;0;0;0;0;;;
9135;3022;745;1456;1619;0;0;64;0;19;0;0;;;
9136;3023;1855;2044;2124;0;0;0;0;40;0;0;;;
9144;3024;1245;1633;1636;0;0;0;0;0;0;0;;;
9147;3025;535;636;640;0;0;0;0;0;0;0;;;
9148;3026;1645;1936;1938;0;0;0;0;0;0;0;;;
9149;3027;850;1321;1324;0;0;0;0;0;0;0;;;
9157;3028;1635;1918;1928;0;0;0;0;0;0;0;;;
9158;3029;2010;2108;2111;0;0;0;0;0;0;0;;;
9160;3030;2345;654;656;0;0;0;0;0;0;0;;;
9161;3031;725;840;843;0;0;0;0;0;0;0;;;
9162;3032;1250;1440;1446;0;0;0;0;0;0;0;;;
9164;3033;1755;2120;2154;0;0;34;0;0;0;0;;;
9165;3034;1749;1944;1945;0;0;0;0;0;0;0;;;
9166;3035;615;919;1217;0;0;178;0;0;0;0;;;
9169;3036;640;1354;1402;0;0;0;0;0;0;0;;;
9170;3037;1455;1602;1606;0;0;0;0;0;0;0;;;
9171;3038;1652;1758;1759;0;0;0;0;0;0;0;;;
9181;3039;1300;1305;1307;0;0;0;0;0;0;0;;;
9183;3040;1835;1950;1952;0;0;0;0;0;0;0;;;
9200;3041;1420;1525;1529;0;0;0;0;0;0;0;;;
9202;3042;1130;1230;1231;0;0;0;0;0;0;0;;;
9206;3043;1230;1910;1912;0;0;0;0;0;0;0;;;
9212;3044;1609;1807;1812;0;0;0;0;0;0;0;;;
9214;3045;905;1014;1103;0;0;0;0;49;0;0;;;
9218;3046;1725;1925;;1;0;;;;;;;;
9221;3047;1249;1400;1403;0;0;0;0;0;0;0;;;
9229;3048;1600;1718;1729;0;0;0;0;0;0;0;;;
9230;3049;730;942;1117;0;0;95;0;0;0;0;;;
9231;3050;1200;1448;1457;0;0;0;0;0;0;0;;;
9232;3051;1900;2146;2256;0;0;52;0;18;0;0;;;
9236;3052;1850;2149;2223;0;0;0;0;0;0;34;;;
9238;3053;1300;1418;1517;0;0;0;0;59;0;0;;;
9239;3054;1459;1808;1905;0;0;0;0;4;0;53;;;
9240;3055;1106;1338;1339;0;0;0;0;0;0;0;;;
9243;3056;1554;1856;1942;0;0;46;0;0;0;0;;;
9244;3057;945;1035;1039;0;0;0;0;0;0;0;;;
9246;3058;1550;1835;1910;0;0;0;0;35;0;0;;;
9247;3059;1905;2035;2046;0;0;0;0;0;0;0;;;
9248;3060;1050;1610;1618;0;0;0;0;0;0;0;;;
9253;3061;1829;2210;2245;0;0;0;0;35;0;0;;;
9254;3062;830;1509;1540;0;0;0;0;31;0;0;;;
9256;3063;1530;1803;1819;0;0;2;0;14;0;0;;;
9259;3064;845;1141;1143;0;0;0;0;0;0;0;;;
9263;3065;1009;1449;1506;0;0;0;0;17;0;0;;;
9265;3066;1534;1640;1655;0;0;0;0;13;0;2;;;
9266;3067;1757;1956;2008;0;0;0;0;0;0;0;;;
9267;3068;930;1055;1100;0;0;0;0;0;0;0;;;
9274;3069;1200;1405;1409;0;0;0;0;0;0;0;;;
9276;3070;1700;1909;1914;0;0;0;0;0;0;0;;;
9279;3071;1120;1927;2059;0;0;0;0;92;0;0;;;
9281;3072;1610;1734;2036;0;0;51;0;11;0;120;;;
9282;3073;600;730;739;0;0;0;0;0;0;0;;;
9291;3074;1555;1705;1823;0;0;42;5;0;0;31;;;
9292;3075;1735;1853;1949;0;0;0;0;0;0;56;;;
9295;3076;645;852;858;0;0;0;0;0;0;0;;;
9296;3077;1245;1504;1535;0;0;0;8;23;0;0;;;
9301;3078;1009;1502;1648;0;0;106;0;0;0;0;;;
9302;3079;1533;1655;1835;0;0;0;0;0;0;100;;;
9303;3080;1752;1925;2048;0;0;0;0;0;0;83;;;
9311;3081;1856;1904;1926;0;0;22;0;0;0;0;;;
9312;3082;1445;1615;1626;0;0;0;0;0;0;0;;;
9314;3083;600;750;754;0;0;0;0;0;0;0;;;
9315;3084;905;1205;1218;0;0;0;0;0;0;0;;;
9316;3085;1955;2245;;1;0;;;;;;;;
9317;3086;1610;1911;1949;0;0;0;0;38;0;0;;;
9324;3087;2242;3;2353;0;0;0;0;0;0;0;;;
9326;3088;1724;1845;1851;0;0;0;0;0;0;0;;;
9328;3089;615;900;906;0;0;0;0;0;0;0;;;
9330;3090;1510;1555;1558;0;0;0;0;0;0;0;;;
9331;3091;1620;1730;1735;0;0;0;0;0;0;0;;;
9334;3092;1225;1440;1441;0;0;0;0;0;0;0;;;
9337;3093;1337;1438;1442;0;0;0;0;0;0;0;;;
9339;3094;1257;1301;1324;0;0;12;0;0;0;11;;;
9341;3095;1037;1231;1242;0;0;0;0;0;0;0;;;
9343;3096;915;1002;1009;0;0;0;0;0;0;0;;;
9344;3097;1506;1610;1614;0;0;0;0;0;0;0;;;
9345;3098;600;855;906;0;0;0;0;0;0;0;;;
9351;3099;1745;1930;;1;0;;;;;;;;
9354;3100;1654;1945;1950;0;0;0;0;0;0;0;;;
9355;3101;1255;1602;1606;0;0;0;0;0;0;0;;;
9357;3102;1251;1520;1530;0;0;0;0;0;0;0;;;
9358;3103;1754;1946;2017;0;0;6;0;25;0;0;;;
9362;3104;1101;1431;1458;0;0;0;0;8;0;19;;;
9363;3105;840;1021;1054;0;0;0;0;0;0;33;;;
9366;3106;700;853;855;0;0;0;0;0;0;0;;;
9370;3107;555;655;714;0;0;19;0;0;0;0;;;
9372;3108;1515;1700;1706;0;0;0;0;0;0;0;;;
9373;3109;1305;1445;1451;0;0;0;0;0;0;0;;;
9374;3110;801;1120;1303;0;0;98;0;5;0;0;;;
9375;3111;1205;1341;1500;0;0;0;0;0;0;79;;;
9376;3112;1412;1442;1604;0;0;0;0;6;0;76;;;
9377;3113;1604;1836;1935;0;0;0;0;0;0;59;;;
9380;3114;620;735;743;0;0;0;0;0;0;0;;;
9381;3115;755;1205;1208;0;0;0;0;0;0;0;;;
9382;3116;1640;1910;2114;0;0;0;0;108;0;16;;;
9384;3117;1200;1328;1345;0;0;2;0;15;0;0;;;
9386;3118;1730;1905;1918;0;0;0;0;0;0;0;;;
9399;3119;1545;1723;1725;0;0;0;0;0;0;0;;;
9400;3120;1200;1350;1400;0;0;0;0;0;0;0;;;
9401;3121;910;1130;1145;0;0;0;0;15;0;0;;;
9402;3122;1520;1650;1829;0;0;0;0;99;0;0;;;
9403;3123;1745;2038;2138;0;0;0;0;0;0;60;;;
9405;3124;600;943;945;0;0;0;0;0;0;0;;;
9406;3125;1030;1422;1430;0;0;0;0;0;0;0;;;
9407;3126;955;1255;1305;0;0;0;0;0;0;0;;;
9408;3127;1330;1625;1633;0;0;0;0;0;0;0;;;
9409;3128;2235;2350;;1;0;;;;;;;;
9410;3129;1650;1840;;1;0;;;;;;;CLE;
9411;3130;745;925;937;0;0;0;0;0;0;0;;;
9417;3131;2030;2145;2207;0;0;0;0;22;0;0;;;
9418;3132;710;821;847;0;0;17;0;9;0;0;;;
9423;3133;615;843;847;0;0;0;0;0;0;0;;;
9428;3134;625;1015;1109;0;0;54;0;0;0;0;;;
9429;3135;1700;1915;1926;0;0;0;0;0;0;0;;;
9432;3136;1220;1500;1504;0;0;0;0;0;0;0;;;
9433;3137;706;1102;1113;0;0;0;0;0;0;0;;;
9440;3138;1559;1655;1721;0;0;0;0;26;0;0;;;
9441;3139;610;737;739;0;0;0;0;0;0;0;;;
9444;3140;1205;1325;1326;0;0;0;0;0;0;0;;;
9445;3141;1345;1900;1915;0;0;14;0;0;0;1;;;
9446;3142;1935;2245;2348;0;0;18;0;30;0;15;;;
9448;3143;705;916;935;0;0;0;0;19;0;0;;;
9451;3144;2045;2234;;1;0;;;;;;;;
9452;3145;1659;1830;2154;0;0;0;0;204;0;0;;;
9453;3146;1440;1611;1615;0;0;0;0;0;0;0;;;
9454;3147;1805;1855;2059;0;0;112;0;0;0;12;;;
9456;3148;1540;1625;1635;0;0;0;0;0;0;0;;;
9466;3149;910;1212;1217;0;0;0;0;0;0;0;;;
9469;3150;1454;1614;1616;0;0;0;0;0;0;0;;;
9477;3151;800;1113;1115;0;0;0;0;0;0;0;;;
9478;3152;1635;1757;1812;0;0;0;0;15;0;0;;;
9479;3153;605;853;900;0;0;0;0;0;0;0;;;
9485;3154;623;745;757;0;0;0;0;0;0;0;;;
9492;3155;1700;1842;1844;0;0;0;0;0;0;0;;;
9493;3156;1055;1120;1132;0;0;0;0;0;0;0;;;
9494;3157;745;1010;1027;0;0;0;0;17;0;0;;;
9497;3158;1959;2123;;1;0;;;;;;;;
9498;3159;1232;1457;1507;0;0;0;0;0;0;0;;;
9500;3160;1559;1720;1733;0;0;0;0;0;0;0;;;
9501;3161;1754;1912;1919;0;0;0;0;0;0;0;;;
9508;3162;2000;2153;2249;0;0;0;0;53;0;3;;;
9511;3163;2129;2202;2234;0;0;8;0;24;0;0;;;
9513;3164;850;1005;1008;0;0;0;0;0;0;0;;;
9514;3165;1245;1355;1356;0;0;0;0;0;0;0;;;
9516;3166;915;1010;1016;0;0;0;0;0;0;0;;;
9522;3167;710;1320;1325;0;0;0;0;0;0;0;;;
9523;3168;1700;2010;2037;0;0;0;0;27;0;0;;;
9524;3169;630;1502;1528;0;0;0;0;26;0;0;;;
9525;3170;1555;1650;1701;0;0;0;0;0;0;0;;;
9534;3171;1019;1353;1359;0;0;0;0;0;0;0;;;
9540;3172;1450;1629;1753;0;0;54;0;0;0;30;;;
9541;3173;951;1209;1241;0;0;0;0;0;0;32;;;
9542;3174;640;848;945;0;0;0;52;5;0;0;;;
9543;3175;1239;1520;1550;0;0;0;0;0;0;30;;;
9545;3176;1205;1340;1352;0;0;0;0;0;0;0;;;
9546;3177;1830;2035;;1;0;;;;;;;;
9549;3178;1820;2010;;1;0;;;;;;;;
9556;3179;1359;1553;1607;0;0;0;0;0;0;0;;;
9557;3180;600;729;823;0;0;50;0;4;0;0;;;
9558;3181;1940;2100;;1;0;;;;;;;;
9559;3182;1700;1835;;1;0;;;;;;;;
9562;3183;1220;1330;1333;0;0;0;0;0;0;0;;;
9565;3184;850;1027;1031;0;0;0;0;0;0;0;;;
9567;3185;1555;1617;1633;0;0;0;0;0;0;16;;;
9568;3186;1656;1918;1921;0;0;0;0;0;0;0;;;
9569;3187;600;815;;1;0;;;;;;;;
9570;3188;1230;1515;1536;0;0;0;0;0;0;21;;;
9571;3189;935;1200;1225;0;0;9;0;16;0;0;;;
9572;3190;610;859;906;0;0;0;0;0;0;0;;;
9573;3191;1550;1715;;1;0;;;;;;;;
9583;3192;1155;1306;1444;0;0;98;0;0;0;0;;;
9584;3193;1336;1459;1626;0;0;0;0;0;0;87;;;
9587;3194;640;1010;1013;0;0;0;0;0;0;0;;;
9591;3195;1942;2104;2116;0;0;0;0;0;0;0;;;
9597;3196;1750;1856;1859;0;0;0;0;0;0;0;;;
9599;3197;1535;1645;1702;0;0;4;0;0;0;13;;;
9604;3198;1330;1505;;1;0;;;;;;;;
9606;3199;1550;1745;;1;0;;;;;;;;
9607;3200;1820;1915;;1;0;;;;;;;;
9610;3201;1140;1354;1405;0;0;0;0;0;0;0;;;
9611;3202;842;1105;1123;0;0;18;0;0;0;0;;;
9629;3203;715;855;915;0;0;6;0;14;0;0;;;
9632;3204;1340;1515;1518;0;0;0;0;0;0;0;;;
9633;3205;1611;1819;1832;0;0;0;0;0;0;0;;;
9636;3206;1754;1851;1904;0;0;0;0;0;0;0;;;
9637;3207;600;734;736;0;0;0;0;0;0;0;;;
9641;3208;1310;1602;1727;0;0;80;0;5;0;0;;;
9643;3209;1335;1440;1452;0;0;0;0;0;0;0;;;
9652;3210;1735;2005;2154;0;1;0;0;0;0;0;109;BWI;
9653;3211;820;912;922;0;0;0;0;0;0;0;;;
9654;3212;1635;2045;2110;0;0;25;0;0;0;0;;;
9655;3213;1635;1947;2038;0;0;0;0;20;0;31;;;
9656;3214;920;1536;1612;0;0;0;0;36;0;0;;;
9666;3215;1015;1153;1155;0;0;0;0;0;0;0;;;
9669;3216;601;920;929;0;0;0;0;0;0;0;;;
9675;3217;2025;2204;2327;0;0;0;0;2;0;81;;;
9678;3218;1745;1920;2106;0;0;6;0;100;0;0;;;
9687;3219;630;1124;1138;0;0;0;0;0;0;0;;;
9690;3220;1025;1334;1345;0;0;0;0;0;0;0;;;
9691;3221;1045;1415;1422;0;0;0;0;0;0;0;;;
9692;3222;1515;1653;1658;0;0;0;0;0;0;0;;;
9693;3223;1755;1932;1938;0;0;0;0;0;0;0;;;
9694;3224;645;950;1019;0;0;0;0;29;0;0;;;
9698;3225;710;1325;1328;0;0;0;0;0;0;0;;;
9700;3226;830;1230;1247;0;0;11;0;6;0;0;;;
9701;3227;1320;1704;1737;0;0;33;0;0;0;0;;;
9702;3228;1805;2211;2254;0;0;8;0;13;0;22;;;
9703;3229;946;1027;1111;0;0;44;0;0;0;0;;;
9707;3230;700;1005;1007;0;0;0;0;0;0;0;;;
9708;3231;1520;1650;1655;0;0;0;0;0;0;0;;;
9717;3232;1755;2050;2316;0;0;5;0;141;0;0;;;
9719;3233;620;805;807;0;0;0;0;0;0;0;;;
9725;3234;700;730;733;0;0;0;0;0;0;0;;;
9730;3235;615;832;848;0;0;0;0;16;0;0;;;
9731;3236;1815;2007;2214;0;0;0;0;127;0;0;;;
9736;3237;1215;1805;1808;0;0;0;0;0;0;0;;;
9741;3238;1210;1900;1913;0;0;0;0;0;0;0;;;
9747;3239;1625;2145;2153;0;0;0;0;0;0;0;;;
9749;3240;1610;1710;1715;0;0;0;0;0;0;0;;;
9752;3241;1415;1520;1548;0;0;28;0;0;0;0;;;
9755;3242;1120;1921;2144;0;1;0;0;0;0;0;143;PIT;
9758;3243;1835;2115;2119;0;0;0;0;0;0;0;;;
9760;3244;715;1320;1324;0;0;0;0;0;0;0;;;
9761;3245;955;1106;1135;0;0;11;0;18;0;0;;;
9763;3246;1200;1300;1312;0;0;0;0;0;0;0;;;
9764;3247;1410;1530;2104;0;0;0;0;334;0;0;;;
9765;3248;1014;1351;1352;0;0;0;0;0;0;0;;;
9766;3249;1422;1612;1615;0;0;0;0;0;0;0;;;
9767;3250;1749;1928;1943;0;0;0;0;12;0;3;;;
9768;3251;800;841;848;0;0;0;0;0;0;0;;;
9770;3252;930;1141;1208;0;0;3;0;18;0;6;;;
9771;3253;729;839;901;0;0;13;0;9;0;0;;;
9773;3254;605;730;732;0;0;0;0;0;0;0;;;
9774;3255;1709;1803;1825;0;0;16;0;6;0;0;;;
9782;3256;645;842;923;0;0;25;0;16;0;0;;;
9783;3257;935;1129;1236;0;0;26;0;2;0;39;;;
9784;3258;1159;1400;1442;0;0;0;0;0;0;42;;;
9785;3259;628;902;912;0;0;0;0;0;0;0;;;
9796;3260;615;857;907;0;0;0;0;0;0;0;;;
9797;3261;1710;1842;1957;0;0;65;0;0;0;10;;;
9798;3262;1912;2058;2148;0;0;0;0;0;0;50;;;
9802;3263;1250;1545;1549;0;0;0;0;0;0;0;;;
9804;3264;1955;2011;2024;0;0;0;0;0;0;0;;;
9805;3265;1705;1912;1927;0;0;0;0;15;0;0;;;
9807;3266;900;1039;1046;0;0;0;0;0;0;0;;;
9810;3267;1004;1224;1242;0;0;14;0;4;0;0;;;
9811;3268;1306;1702;1706;0;0;0;0;0;0;0;;;
9821;3269;1009;1241;1250;0;0;0;0;0;0;0;;;
9822;3270;1312;1354;1406;0;0;0;0;0;0;0;;;
9826;3271;700;755;756;0;0;0;0;0;0;0;;;
9831;3272;1353;1518;;1;0;;;;;;;;
9834;3273;845;1014;1016;0;0;0;0;0;0;0;;;
9835;3274;1405;2039;2048;0;0;0;0;0;0;0;;;
9847;3275;642;1137;1155;0;0;0;0;18;0;0;;;
9848;3276;1558;1729;1742;0;0;0;0;0;0;0;;;
9858;3277;1115;1331;1340;0;0;0;0;0;0;0;;;
9861;3278;1855;2141;2303;0;0;0;0;82;0;0;;;
9863;3279;755;1036;1043;0;0;0;0;0;0;0;;;
9875;3280;1755;2103;2220;0;0;0;0;77;0;0;;;
9876;3281;815;1612;1623;0;0;0;0;0;0;0;;;
9881;3282;1015;1233;1311;0;0;0;0;2;0;36;;;
9882;3283;800;932;1013;0;0;41;0;0;0;0;;;
9884;3284;830;1101;1107;0;0;0;0;0;0;0;;;
9885;3285;1245;1501;1506;0;0;0;0;0;0;0;;;
9890;3286;1720;1916;1917;0;0;0;0;0;0;0;;;
9893;3287;1650;1826;1841;0;0;0;0;11;0;4;;;
9894;3288;600;853;854;0;0;0;0;0;0;0;;;
9895;3289;1339;1613;1621;0;0;0;0;0;0;0;;;
9902;3290;730;1044;1048;0;0;0;0;0;0;0;;;
9905;3291;745;900;903;0;0;0;0;0;0;0;;;
9907;3292;1420;1535;1536;0;0;0;0;0;0;0;;;
9914;3293;630;1501;1516;0;0;0;0;15;0;0;;;
9915;3294;1920;2249;2308;0;0;0;0;19;0;0;;;
9924;3295;820;1537;1538;0;0;0;0;0;0;0;;;
9926;3296;1105;1203;1205;0;0;0;0;0;0;0;;;
9933;3297;1604;1820;1824;0;0;0;0;0;0;0;;;
9938;3298;1340;1550;1552;0;0;0;0;0;0;0;;;
9939;3299;600;735;736;0;0;0;0;0;0;0;;;
9941;3300;600;857;911;0;0;0;0;0;0;0;;;
9942;3301;955;1100;1123;0;0;0;0;23;0;0;;;
9943;3302;1300;1542;1559;0;0;0;0;17;0;0;;;
9952;3303;920;1133;1135;0;0;0;0;0;0;0;;;
9953;3304;900;1006;1015;0;0;0;0;0;0;0;;;
9956;3305;1600;1728;1733;0;0;0;0;0;0;0;;;
9960;3306;1840;1910;2007;0;0;54;0;3;0;0;;;
9974;3307;1820;1910;1917;0;0;0;0;0;0;0;;;
9975;3308;815;915;919;0;0;0;0;0;0;0;;;
9978;3309;1420;1724;2100;0;0;0;0;216;0;0;;;
9979;3310;925;1300;1304;0;0;0;0;0;0;0;;;
9982;3311;928;1149;1158;0;0;0;0;0;0;0;;;
9983;3312;810;958;1055;0;0;0;57;0;0;0;;;
9984;3313;1152;1323;1508;0;0;0;0;0;0;105;;;
9985;3314;947;1121;1320;0;0;62;0;8;0;49;;;
9987;3315;1556;1715;1718;0;0;0;0;0;0;0;;;
9989;3316;1009;1446;1447;0;0;0;0;0;0;0;;;
9997;3317;2030;2145;2152;0;0;0;0;0;0;0;;;
10003;3318;1330;1440;1513;0;0;0;0;0;0;33;;;
10004;3319;1200;1248;1346;0;0;35;0;23;0;0;;;
10005;3320;1450;1627;1644;0;0;11;0;0;0;6;;;
10006;3321;1713;1856;1910;0;0;0;0;0;0;0;;;
10007;3322;600;849;905;0;0;0;0;16;0;0;;;
10009;3323;1202;1410;1416;0;0;0;0;0;0;0;;;
10019;3324;640;900;902;0;0;0;0;0;0;0;;;
10024;3325;1410;1905;1914;0;0;0;0;0;0;0;;;
10028;3326;1000;1125;1145;0;0;20;0;0;0;0;;;
10042;3327;2055;2213;2255;0;0;0;0;42;0;0;;;
10044;3328;1345;1651;1701;0;0;0;0;0;0;0;;;
10045;3329;1720;1948;1956;0;0;0;0;0;0;0;;;
10046;3330;705;852;928;0;0;33;0;3;0;0;;;
10047;3331;950;1147;1233;0;0;0;0;22;0;24;;;
10048;3332;1240;1437;1509;0;0;0;0;0;0;32;;;
10052;3333;1825;1920;1922;0;0;0;0;0;0;0;;;
10055;3334;815;1021;1029;0;0;0;0;0;0;0;;;
10056;3335;2206;2307;2333;0;0;26;0;0;0;0;;;
10057;3336;1900;2143;2310;0;0;0;0;87;0;0;;;
10058;3337;715;956;1003;0;0;0;0;0;0;0;;;
10060;3338;1459;1740;1750;0;0;0;0;0;0;0;;;
10061;3339;1725;1958;2028;0;0;13;0;0;0;17;;;
10062;3340;2105;2340;2343;0;0;0;0;0;0;0;;;
10063;3341;1020;1336;1413;0;0;1;0;0;0;36;;;
10064;3342;1450;1614;1639;0;0;0;0;3;0;22;;;
10069;3343;1605;1846;2039;0;0;3;0;15;0;95;;;
10074;3344;1307;1438;1503;0;0;0;0;0;0;25;;;
10076;3345;1505;1635;1707;0;0;0;0;7;0;25;;;
10077;3346;1105;1237;1307;0;0;6;0;24;0;0;;;
10079;3347;1220;1459;1507;0;0;0;0;0;0;0;;;
10089;3348;1243;1347;1412;0;0;0;0;0;0;25;;;
10090;3349;923;1215;1255;0;0;40;0;0;0;0;;;
10093;3350;938;941;947;0;0;0;0;0;0;0;;;
10100;3351;1717;1849;1853;0;0;0;0;0;0;0;;;
10102;3352;1650;1834;1913;0;0;39;0;0;0;0;;;
10103;3353;1902;2043;2125;0;0;0;0;12;0;30;;;
10104;3354;1429;1555;1604;0;0;0;0;0;0;0;;;
10105;3355;953;1125;1131;0;0;0;0;0;0;0;;;
10106;3356;1217;1340;1347;0;0;0;0;0;0;0;;;
10107;3357;1028;1157;1221;0;0;0;0;24;0;0;;;
10113;3358;2205;2309;2340;0;0;31;0;0;0;0;;;
10114;3359;810;906;920;0;0;0;0;0;0;0;;;
10117;3360;1722;1837;1845;0;0;0;0;0;0;0;;;
10119;3361;1312;1600;1628;0;0;28;0;0;0;0;;;
10120;3362;825;947;956;0;0;0;0;0;0;0;;;
10129;3363;1219;1240;1253;0;0;0;0;0;0;0;;;
10136;3364;1630;1637;1716;0;0;39;0;0;0;0;;;
10137;3365;1012;1154;1206;0;0;0;0;0;0;0;;;
10139;3366;1710;1917;1936;0;0;0;0;0;0;19;;;
10147;3367;1628;1828;1831;0;0;0;0;0;0;0;;;
10150;3368;1125;1440;1451;0;0;0;0;0;0;0;;;
10152;3369;1455;1704;1711;0;0;0;0;0;0;0;;;
10153;3370;1815;1950;1951;0;0;0;0;0;0;0;;;
10154;3371;840;852;914;0;0;0;9;13;0;0;;;
10155;3372;923;1129;1139;0;0;0;0;0;0;0;;;
10159;3373;1007;1445;1512;0;0;0;0;27;0;0;;;
10160;3374;1533;1637;1717;0;0;0;0;35;0;5;;;
10161;3375;1738;1956;2005;0;0;0;0;0;0;0;;;
10162;3376;600;924;932;0;0;0;0;0;0;0;;;
10172;3377;1625;1907;1919;0;0;0;0;0;0;0;;;
10173;3378;830;1005;1013;0;0;0;0;0;0;0;;;
10174;3379;1545;1640;1709;0;0;8;0;0;0;21;;;
10175;3380;1700;1905;1928;0;0;0;0;0;0;23;;;
10176;3381;1920;1920;1941;0;0;2;0;0;0;19;;;
10185;3382;900;1625;1643;0;0;0;0;18;0;0;;;
10186;3383;1110;1245;1303;0;0;12;0;6;0;0;;;
10187;3384;1330;1412;1431;0;0;0;0;11;0;8;;;
10188;3385;1457;1629;1640;0;0;0;0;0;0;0;;;
10189;3386;1750;1924;1928;0;0;0;0;0;0;0;;;
10192;3387;700;820;824;0;0;0;0;0;0;0;;;
10193;3388;905;1014;1021;0;0;0;0;0;0;0;;;
10198;3389;1000;1127;1131;0;0;0;0;0;0;0;;;
10214;3390;1210;1349;1402;0;0;0;0;0;0;0;;;
10215;3391;1435;1520;1531;0;0;0;0;0;0;0;;;
10226;3392;700;1255;1259;0;0;0;0;0;0;0;;;
10228;3393;845;1026;1031;0;0;0;0;0;0;0;;;
10230;3394;740;920;;1;0;;;;;;;;
10231;3395;1230;1655;;1;0;;;;;;;;
10234;3396;1733;1901;1902;0;0;0;0;0;0;0;;;
10236;3397;1100;1310;1314;0;0;0;0;0;0;0;;;
10237;3398;1345;1615;1653;0;0;4;0;30;0;4;;;
10240;3399;940;1035;1041;0;0;0;0;0;0;0;;;
10242;3400;1030;1151;1209;0;0;18;0;0;0;0;;;
10245;3401;800;909;917;0;0;0;0;0;0;0;;;
10248;3402;1810;1925;1926;0;0;0;0;0;0;0;;;
10252;3403;620;859;912;0;0;0;0;0;0;0;;;
10253;3404;1800;2121;2216;0;0;16;0;39;0;0;;;
10254;3405;1030;1457;1541;0;0;0;0;44;0;0;;;
10257;3406;625;755;802;0;0;0;0;0;0;0;;;
10258;3407;1820;1951;2023;0;0;32;0;0;0;0;;;
10259;3408;800;1012;1016;0;0;0;0;0;0;0;;;
